###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
59626.264559  20.861  1.442    16   24 o  0   1.18  44.00000  22.00000   669.03  3386.38 2.42 2.34 -52.2 -0.430 18.58 19.13 02a59626o0103o
59626.267757 -19.758  0.486   -45   22 o  0   1.11  44.00000  22.00000   649.67  3347.59 2.25 2.10 -45.4 -0.441 18.66 19.12 02a59626o0110o
59626.273242 -20.409  0.964   -25   24 o  0   1.10  44.00000  22.00000   709.71  3424.08 2.46 2.28 -45.1 -0.442 18.59 19.09 02a59626o0122o
59626.285659 -22.128  4.317    -5   22 o  0   1.49  44.00000  22.00000   729.37  3306.35 2.26 2.07 -50.7 -0.449 18.60 19.02 02a59626o0149o
59627.291652 -19.811  0.749   -43   32 o  0   1.03  44.00000  22.00000  8896.08  3347.87 3.06 2.81 -69.5 -0.466 18.38 19.17 01a59627o0075o
59627.295325 -20.418  1.214   -25   30 o  0   0.98  44.00000  22.00000  8915.95  3386.67 3.07 2.86 -67.3 -0.462 18.36 19.15 01a59627o0083o
59627.301295  19.708  0.654    48   31 o  0   1.12  44.00000  22.00000  8856.19  3311.41 3.02 2.76 -67.3 -0.479 18.36 19.10 01a59627o0096o
59627.311368  20.258  1.172    29   34 o  0   1.14  44.00000  22.00000  8838.47  3431.34 3.09 2.83 -69.9 -0.460 18.25 18.99 01a59627o0118o
59629.300631  20.734  1.059    18   20 o  0   0.88  44.00000  22.00000   677.77  3385.55 2.24 2.10  27.7 -0.420 18.78 19.39 02a59629o0015o
59629.303844 -19.447  0.296   -60   18 o  0   1.37  44.00000  22.00000   660.34  3344.51 2.32 2.20  21.3 -0.416 18.67 19.34 02a59629o0022o
59629.309354  21.485  2.091     9   19 o  0   1.49  44.00000  22.00000   718.43  3422.75 2.39 2.26  32.9 -0.415 18.65 19.27 02a59629o0034o
59629.341678 -22.110  5.051    -5   26 o  0   1.11  44.00000  22.00000   739.70  3304.21 2.34 2.09  37.5 -0.423 18.35 18.80 02a59629o0053o
59630.219480 -20.143  0.873   -32   28 o  0   1.10  44.00000  22.00000   679.57  3390.41 2.31 2.22 -35.8 -0.423 18.41 18.74 02a59630o0033o
59630.227778 -21.108  1.248   -13   16 o  0   0.71  44.00000  22.00000   659.12  3348.61 2.24 2.18 -49.5 -0.429 19.22 20.15 02a59630o0051o
59630.233832  20.183  0.507    31   16 o  0   0.75  44.00000  22.00000   718.21  3425.14 2.34 2.24 -54.6 -0.432 19.21 20.36 02a59630o0064o
59630.245727 -21.150  1.260   -13   16 o  0   0.79  44.00000  22.00000   738.23  3308.71 2.26 2.16 -54.1 -0.436 19.28 20.40 02a59630o0090o
59631.223828 -19.624  0.374   -51   19 o  0   1.08  44.00000  22.00000  8875.85  3331.61 2.61 2.55 -79.5 -0.489 19.01 19.86 01a59631o0015o
59631.242611  21.725  1.860     7   14 o  0   0.99  44.00000  22.00000  8900.56  3371.44 2.72 2.58 -67.8 -0.489 19.23 20.45 01a59631o0055o
59631.245377  20.926  0.911    16   14 o  0   1.19  44.00000  22.00000  8840.94  3296.11 2.74 2.56 -67.8 -0.491 19.25 20.44 01a59631o0061o
59632.256427  20.865  0.783    16   13 o  0   1.84  44.00000  22.00000  1777.21  7175.02 2.58 2.39 -51.1 -0.508 19.22 20.34 01a59632o0115o
59632.260076 -21.340  1.477   -11   16 o  0   0.91  44.00000  22.00000  1797.55  7214.37 2.64 2.48 -53.0 -0.493 19.17 20.34 01a59632o0123o
59632.266936  20.971  1.126    15   17 o  0   1.02  44.00000  22.00000  1736.59  7138.55 2.77 2.46 -44.7 -0.501 19.16 20.30 01a59632o0138o
59632.276989 -22.483  4.591    -4   17 o  0   0.91  44.00000  22.00000  1719.05  7256.30 2.74 2.41 -45.0 -0.513 19.17 20.32 01a59632o0160o
59633.218966 -22.163  6.848    -5   34 c  0   1.15  44.00000  22.00000   674.96  3385.76 2.61 2.35 -59.9 -0.416 18.09 19.00 02a59633o0028c
59633.221732 -22.286  4.867    -4   22 c  0   1.18  44.00000  22.00000   658.71  3345.79 2.59 2.28 -57.2 -0.430 18.63 19.67 02a59633o0034c
59633.230964 -21.190  1.049   -12   13 c  0   1.05  44.00000  22.00000   718.78  3421.02 2.58 2.32 -56.4 -0.424 19.32 20.75 02a59633o0054c
59633.242038 -23.979 14.667    -1   14 c  0   0.92  44.00000  22.00000   738.94  3303.38 2.63 2.36 -55.2 -0.420 19.33 20.88 02a59633o0078c
59635.249861  21.413  1.719    10   17 o  0   1.35  44.00000  22.00000  1778.61  7176.99 2.79 2.52 -46.9 -0.488 19.14 20.24 01a59635o0100o
59635.253962  19.993  0.459    36   17 o  0   1.10  44.00000  22.00000  1799.82  7216.67 2.81 2.57 -49.3 -0.482 19.12 20.25 01a59635o0109o
59635.260798 -21.378  1.673   -10   17 o  0   1.07  44.00000  22.00000  1739.56  7140.11 2.89 2.63 -47.5 -0.475 19.09 20.24 01a59635o0124o
59635.275892  21.486  1.750     9   16 o  0   1.39  44.00000  22.00000  1723.90  7257.48 2.95 2.68 -47.5 -0.466 19.05 20.22 01a59635o0157o
59637.242571 -21.059  0.800   -14   11 c  0   1.34  44.00000  22.00000   599.06  1432.57 2.73 2.42 -65.0 -0.450 19.38 20.92 02a59637o0049c
59637.246235 -20.940  0.884   -15   14 c  0   0.99  44.00000  22.00000   579.00  1393.16 2.65 2.35 -64.3 -0.453 19.36 20.91 02a59637o0057c
59637.251737  20.706  0.670    19   13 c  0   1.11  44.00000  22.00000   638.51  1470.56 2.73 2.45 -63.4 -0.456 19.31 20.90 02a59637o0069c
59637.266396  21.781  1.850     7   13 c  0   1.02  44.00000  22.00000   659.87  1351.77 2.74 2.45 -64.5 -0.444 19.31 20.87 02a59637o0101c
59653.231991  19.635  0.961    51   49 o  0   1.03  44.00000  22.00000  7681.20  5443.18 2.86 2.40  40.4 -0.436 17.85 18.13 02a59653o0053o
59653.236122  22.348  9.095     4   38 o  0   0.85  44.00000  22.00000  7660.83  5404.82 2.96 2.38  35.6 -0.433 18.24 18.64 02a59653o0062o
59653.242061 -20.608  1.588   -21   33 o  0   1.35  44.00000  22.00000  7720.21  5479.76 2.76 2.34  43.5 -0.442 18.42 18.86 02a59653o0075o
59653.253511  21.808  6.333     7   44 o  0   1.50  44.00000  22.00000  7736.59  5361.22 2.84 2.25  32.7 -0.410 17.73 18.23 02a59653o0100o
59656.233213 -18.677  2.497  -123  307 o  0   1.26  44.00000  22.00000   959.03  5344.47 2.76 2.65 -47.1 -0.476 16.60 16.79 01a59656o0018o
59656.236861 -16.910  5.118  -625 3201 o  0   1.83  44.00000  22.00000   981.48  5383.03 2.74 2.68 -53.0 -0.490 13.65 13.76 01a59656o0026o
59656.269462 -16.572  0.751  -853  641 o  0   1.17  44.00000  22.00000   925.67  5301.85 2.94 2.74 -40.5 -0.455 15.15 15.27 01a59656o0036o
59659.225171 -22.302 21.500    -4   94 o  0   1.56  44.00000  22.00000   958.62  5341.05 2.78 2.58 -50.0 -0.500 17.76 17.99 01a59659o0034o
59659.228362 -21.123  3.879   -13   50 o  0   1.16  44.00000  22.00000   979.41  5379.24 2.90 2.71 -50.4 -0.477 18.31 18.83 01a59659o0041o
59659.236106  19.828  0.635    43   27 o  0   1.19  44.00000  22.00000   919.81  5302.73 2.81 2.58 -53.7 -0.495 18.75 19.63 01a59659o0058o
59659.248890  20.623  1.237    20   25 o  0   1.10  44.00000  22.00000   904.79  5417.52 2.72 2.49 -49.3 -0.508 18.82 19.71 01a59659o0086o
59664.225236 -21.774  9.000    -7   64 o  0   1.37  44.00000  22.00000  6109.52  9348.43 2.97 2.75  60.9 -0.475 17.61 17.85 01a59664o0030o
59664.228428 -20.021  1.251   -36   45 o  0   0.98  44.00000  22.00000  6130.93  9387.15 2.83 2.65  63.0 -0.489 18.19 18.63 01a59664o0037o
59664.234813  19.587  0.581    53   31 o  0   0.82  44.00000  22.00000  6069.78  9312.73 2.85 2.64  66.0 -0.480 18.61 19.33 01a59664o0051o
59664.246227  20.572  1.223    21   26 o  0   1.09  44.00000  22.00000  6051.86  9432.38 2.83 2.61  65.4 -0.482 18.62 19.41 01a59664o0076o
59666.226598 -18.601  0.979  -132  129 c  0   1.75  44.00000  22.00000  4606.37  3180.52 2.58 2.31  41.7 -0.448 16.75 18.20 02a59666o0028c
59666.229801  17.680  0.273   308   84 c  0   0.68  44.00000  22.00000  4587.84  3139.97 2.52 2.34  43.6 -0.406 17.47 18.93 02a59666o0035c
59666.235283  20.021  1.080    36   38 c  0   1.24  44.00000  22.00000  4646.39  3214.78 2.39 2.33  40.9 -0.408 18.32 19.73 02a59666o0047c
59666.245342 -21.950  4.889    -6   30 c  0   1.07  44.00000  22.00000  4664.63  3099.59 2.44 2.43 -15.4 -0.409 18.55 20.04 02a59666o0069c
59667.224504 -16.541  2.953  -878 2593 o  0   1.08  44.00000  22.00000  6106.24  9351.70 2.86 2.65  52.9 -0.466 13.77 14.21 01a59667o0027o
59667.227694  15.620  1.438  2051 2949 o  0   1.28  44.00000  22.00000  6126.74  9391.92 2.79 2.68  68.2 -0.469 13.71 14.37 01a59667o0034o
59763.591446  22.035  4.929     6   28 o  0   0.85  44.00000  22.00000  4531.13  3211.10 4.22 4.10  54.5 -0.375 18.48 19.95 01a59763o0730o
59763.596916 -21.467  2.450    -9   23 o  0   0.87  44.00000  22.00000  4513.15  3171.87 3.14 3.12  16.4 -0.426 18.81 19.97 01a59763o0742o
59763.614426  20.773  2.104    18   38 o  0   0.99  44.00000  22.00000  4574.07  3242.10 3.49 3.42  41.0 -0.382 17.98 18.69 01a59763o0778o
59763.618070  19.670  1.358    49   67 o  0   0.90  44.00000  22.00000  4593.14  3125.49 2.92 2.85  30.9 -0.470 17.72 17.78 01a59763o0786o
59764.594745 -21.781  2.727    -7   19 o  0   1.00  44.00000  22.00000  4530.94  3208.02 2.96 2.93 -29.0 -0.449 18.91 20.06 01a59764o0736o
59764.599357 -22.961  8.077    -2   19 o  0   0.92  44.00000  22.00000  4511.84  3168.14 2.74 2.68 -17.4 -0.477 18.99 20.08 01a59764o0745o
59764.608609 -21.553  2.125    -9   18 o  0   1.36  44.00000  22.00000  4573.46  3244.36 2.72 2.66  22.1 -0.478 18.88 19.83 01a59764o0765o
59764.616668  19.586  0.676    53   36 o  0   0.93  44.00000  22.00000  4590.50  3121.79 2.76 2.68 -44.5 -0.485 18.19 18.58 01a59764o0781o
59766.594153  20.523  0.554    22   12 c  0   1.24  44.00000  22.00000   950.34  5227.81 2.52 2.27  24.1 -0.412 19.10 20.51 02a59766o0740c
59766.602593 -23.380  7.818    -2   13 c  0   1.08  44.00000  22.00000   971.05  5265.88 2.53 2.23  24.7 -0.414 19.23 20.60 02a59766o0758c
59766.606700 -23.738 11.125    -1   13 c  0   1.09  44.00000  22.00000   912.77  5187.36 2.46 2.27  20.6 -0.416 19.22 20.54 02a59766o0767c
59767.588028 -20.269  0.711   -28   20 o  0   1.03  44.00000  22.00000  4529.88  3205.12 2.96 2.73  36.3 -0.448 18.89 19.98 01a59767o0732o
59767.604696 -20.966  1.263   -15   19 o  0   1.14  44.00000  22.00000  4514.87  3165.38 2.79 2.69  38.2 -0.472 18.97 19.98 01a59767o0768o
59767.615120  20.083  0.901    34   30 o  0   0.95  44.00000  22.00000  4575.73  3239.36 2.82 2.61  39.5 -0.482 18.48 19.11 01a59767o0789o
59767.619221 -19.013  0.487   -90   44 o  0   1.19  44.00000  22.00000  4594.07  3122.78 2.73 2.62  36.5 -0.494 17.95 18.20 01a59767o0798o
59769.553067  20.580  0.769    21   16 c  0   1.30  44.00000  22.00000   956.25  5228.68 2.35 2.13 -58.9 -0.441 18.88 20.20 02a59769o0639c
59769.557221 -22.094  3.179    -5   17 c  0   0.90  44.00000  22.00000   978.02  5270.45 2.45 2.29 -54.2 -0.439 19.00 20.34 02a59769o0648c
59769.562694  21.122  1.597    13   21 c  0   0.79  44.00000  22.00000   919.17  5191.81 2.39 2.31 -45.1 -0.431 18.92 20.30 02a59769o0660c
59769.573633  21.684  2.318     8   18 c  0   0.96  44.00000  22.00000   897.71  5306.54 2.30 2.21 -59.5 -0.431 19.05 20.37 02a59769o0684c
59772.599527  21.052  1.639    14   23 o  0   1.16  44.00000  22.00000  2098.09  9556.16 2.83 2.68 -66.0 -0.491 18.74 19.62 01a59772o0749o
59772.603630  20.990  1.407    15   20 o  0   1.15  44.00000  22.00000  2079.99  9520.35 2.74 2.60 -70.8 -0.496 18.85 19.76 01a59772o0758o
59772.608950 -20.924  1.618   -16   25 o  0   0.75  44.00000  22.00000  2138.50  9592.36 2.70 2.52 -57.0 -0.509 18.92 19.88 01a59772o0769o
59775.587429  22.431  7.000     4   27 o  0   0.96  44.00000  22.00000  2096.52  9555.54 2.84 2.72 -61.7 -0.478 18.67 19.43 01a59775o0722o
59775.591540  22.449  6.450     4   25 o  0   1.11  44.00000  22.00000  2077.91  9517.91 2.85 2.66 -47.5 -0.480 18.66 19.45 01a59775o0731o
59775.605440  20.046  0.706    35   25 o  0   1.03  44.00000  22.00000  2141.75  9593.74 2.74 2.63 -70.8 -0.482 18.73 19.51 01a59775o0760o
59775.616045  20.192  0.926    30   28 o  0   1.11  44.00000  22.00000  2164.04  9475.58 2.85 2.67 -50.8 -0.480 18.60 19.27 01a59775o0780o
59780.560159 -23.207 17.333    -2   33 o  0   1.38  44.00000  22.00000  3575.14  7093.02 2.94 2.91 -29.9 -0.449 18.55 19.34 01a59780o0680o
59780.565712  20.518  1.496    22   34 o  0   1.10  44.00000  22.00000  3556.48  7050.50 2.87 2.84 -37.7 -0.453 18.57 19.36 01a59780o0692o
59780.568476  23.098 12.545     2   26 o  0   1.37  44.00000  22.00000  3616.14  7126.42 2.80 2.75 -43.5 -0.465 18.65 19.38 01a59780o0698o
59780.581433  20.621  1.636    20   34 o  0   0.84  44.00000  22.00000  3641.30  7014.18 3.01 2.86  50.6 -0.434 18.61 19.45 01a59780o0726o
59785.597955  24.004 13.167     1   12 c  0   1.13  44.00000  22.00000  7037.13  5467.69 2.71 2.30  34.4 -0.400 19.53 21.04 02a59785o0598c
59785.602054  21.036  0.742    14   10 c  0   1.29  44.00000  22.00000  7055.59  5506.71 2.71 2.30  34.7 -0.398 19.53 21.05 02a59785o0607c
59785.609388  21.057  0.856    14   12 c  0   0.84  44.00000  22.00000  6998.44  5429.86 2.73 2.33  35.2 -0.401 19.51 21.02 02a59785o0623c
59785.625669 -20.887  1.624   -16   26 c  0   1.51  44.00000  22.00000  6981.91  5547.19 2.80 2.38  33.1 -0.396 18.52 19.52 02a59785o0654c
59787.604468  21.555  1.585     9   14 o  0   1.09  44.00000  22.00000  6844.73  3552.85 2.61 2.48 -54.3 -0.498 19.30 20.55 01a59787o0781o
59787.608112  21.239  0.932    12   11 o  0   1.69  44.00000  22.00000  6825.91  3513.32 2.56 2.43 -55.4 -0.506 19.30 20.53 01a59787o0789o
59787.613869 -25.107 44.000    -0   14 o  0   1.12  44.00000  22.00000  6889.99  3589.22 2.66 2.48 -55.8 -0.494 19.22 20.42 01a59787o0800o
59787.623640  21.577  2.865     8   24 o  0   1.20  44.00000  22.00000  6905.94  3467.05 2.61 2.47 -51.2 -0.517 18.63 19.19 01a59787o0820o
59788.566521 -20.842  0.772   -17   13 o  0   1.36  44.00000  22.00000  6840.10  3562.27 2.64 2.45 -52.5 -0.503 19.29 20.53 01a59788o0698o
59788.569724  23.931 13.667     1   13 o  0   1.34  44.00000  22.00000  6820.89  3523.42 2.57 2.48 -54.6 -0.497 19.34 20.54 01a59788o0705o
59788.576576  21.976  2.028     6   12 o  0   1.30  44.00000  22.00000  6882.54  3601.19 2.57 2.55  -3.1 -0.489 19.34 20.58 01a59788o0720o
59788.587602  20.855  0.708    16   12 o  0   1.50  44.00000  22.00000  6901.41  3479.42 2.54 2.41 -51.7 -0.508 19.37 20.59 01a59788o0744o
59790.589281  21.755  1.500     7   11 c  0   1.28  44.00000  22.00000  1803.73  9032.54 2.38 2.30 -29.3 -0.437 19.47 21.08 02a59790o0741c
59790.592452  23.524  9.400     1   13 c  0   1.02  44.00000  22.00000  1820.66  9070.61 2.42 2.34   6.3 -0.436 19.46 21.08 02a59790o0748c
59790.597091  20.328  0.429    27   12 c  0   1.04  44.00000  22.00000  1763.69  8992.60 2.34 2.27 -39.2 -0.444 19.49 21.08 02a59790o0758c
59790.607012  21.306  1.143    11   12 c  0   0.85  44.00000  22.00000  1744.98  9110.11 2.32 2.21 -38.7 -0.456 19.53 21.07 02a59790o0778c
59791.562543 -21.740  2.100    -7   15 o  0   1.04  44.00000  22.00000  6840.14  3564.21 3.25 3.18  68.7 -0.425 19.05 20.58 01a59791o0675o
59791.566206  20.291  0.483    28   13 o  0   1.47  44.00000  22.00000  6820.88  3525.15 2.87 2.82  43.8 -0.448 19.22 20.57 01a59791o0683o
59791.576263 -22.465  3.118    -4   12 o  0   1.86  44.00000  22.00000  6881.59  3598.21 3.10 3.04  52.6 -0.426 19.14 20.58 01a59791o0704o
59791.581688 -20.815  0.767   -17   13 o  0   1.44  44.00000  22.00000  6902.07  3482.06 2.90 2.86 -81.2 -0.455 19.19 20.60 01a59791o0715o
59792.549426  22.662  5.437     3   17 o  0   0.84  44.00000  22.00000  5716.70  5508.26 2.87 2.85  35.3 -0.439 19.05 20.30 01a59792o0647o
59792.552624 -22.438  4.158    -4   16 o  0   1.06  44.00000  22.00000  5697.74  5469.28 2.93 2.89  44.1 -0.435 19.03 20.27 01a59792o0654o
59792.567330  21.259  1.466    11   17 o  0   0.97  44.00000  22.00000  5760.61  5544.77 2.93 2.82  42.5 -0.435 19.07 20.33 01a59792o0685o
59792.573285 -19.850  0.373   -42   16 o  0   1.00  44.00000  22.00000  5779.23  5427.17 2.83 2.83  23.4 -0.451 19.10 20.35 01a59792o0698o
59793.562400  22.283  2.467     4   11 c  0   1.58  44.00000  22.00000  1801.87  9031.73 2.50 2.32 -47.1 -0.442 19.43 21.09 02a59793o0677c
59793.565578  25.068 33.000     0   11 c  0   1.15  44.00000  22.00000  1821.60  9070.92 2.69 2.49 -40.9 -0.438 19.39 21.09 02a59793o0684c
59793.571024 -20.972  0.848   -15   13 c  0   1.23  44.00000  22.00000  1760.43  8990.98 2.60 2.49 -42.8 -0.433 19.39 21.10 02a59793o0696c
59793.589665 -21.350  1.027   -10   11 c  0   1.26  44.00000  22.00000  1738.52  9109.60 2.41 2.30 -36.7 -0.440 19.53 21.16 02a59793o0735c
59795.586896 -21.476  1.314    -9   12 o  0   1.12  44.00000  22.00000  5728.69  5498.47 2.79 2.73 -42.3 -0.461 19.30 20.70 01a59795o0574o
59795.590079  21.459  1.333    10   13 o  0   1.00  44.00000  22.00000  5709.80  5459.77 2.93 2.84 -45.6 -0.448 19.21 20.71 01a59795o0581o
59795.599481 -22.398  3.400    -4   14 o  0   1.08  44.00000  22.00000  5770.69  5534.16 2.92 2.89 -55.9 -0.443 19.22 20.67 01a59795o0601o
59795.613298 -20.176  0.439   -31   14 o  0   0.94  44.00000  22.00000  5790.76  5415.60 2.85 2.80 -54.5 -0.455 19.23 20.59 01a59795o0630o
59796.549949  25.420 52.000     0   13 o  0   1.25  44.00000  22.00000  5719.72  5506.75 3.28 3.25 -73.5 -0.413 19.12 20.72 01a59796o0616o
59796.553144 -21.093  1.208   -13   16 o  0   1.06  44.00000  22.00000  5700.89  5469.28 3.55 3.45 -38.6 -0.393 19.03 20.72 01a59796o0623o
59796.562943  20.943  1.043    15   16 o  0   1.14  44.00000  22.00000  5761.57  5542.80 3.90 3.83 -79.5 -0.352 18.95 20.79 01a59796o0644o
59796.578733 -23.441  7.571    -2   12 o  0   1.26  44.00000  22.00000  5784.22  5425.39 3.10 3.06 -78.9 -0.419 19.21 20.79 01a59796o0678o
59799.562849  21.534  1.689     9   15 o  0   0.86  44.00000  22.00000  5725.96  5505.12 2.90 2.85 -71.6 -0.452 19.18 20.63 01a59799o0682o
59799.569459  21.407  1.231    10   12 o  0   1.76  44.00000  22.00000  5707.49  5463.07 2.85 2.82  70.5 -0.450 19.23 20.63 01a59799o0696o
59799.572645 -21.304  1.172   -11   13 o  0   1.06  44.00000  22.00000  5768.49  5541.07 2.82 2.80  74.8 -0.450 19.24 20.65 01a59799o0703o
59799.585706  24.235 18.750     1   14 o  0   1.08  44.00000  22.00000  5791.18  5424.10 2.79 2.77  60.4 -0.458 19.26 20.69 01a59799o0730o
59800.593074  21.583  1.532     8   13 o  0   1.09  44.00000  22.00000  6724.94  1605.95 2.71 2.61 -55.9 -0.491 19.33 20.95 01a59800o0751o
59800.608838  22.976  5.692     2   13 o  0   1.21  44.00000  22.00000  6705.26  1563.09 2.70 2.59 -48.2 -0.492 19.33 20.96 01a59800o0783o
59800.612126  23.560  8.375     1   12 o  0   1.18  44.00000  22.00000  6764.50  1640.32 2.66 2.58 -50.6 -0.497 19.43 21.01 01a59800o0790o
59800.616372  23.713 10.714     1   13 o  0   1.26  44.00000  22.00000  6784.29  1523.13 2.66 2.60 -57.3 -0.499 19.41 20.94 01a59800o0799o
59801.549474 -20.859  1.104   -16   18 o  0   1.48  44.00000  22.00000  2820.90  3219.97 2.21 1.96  21.8 -0.444 18.85 19.48 02a59801o0666o
59801.552652  22.102  3.818     5   20 o  0   1.10  44.00000  22.00000  2840.73  3259.62 2.34 1.95  22.0 -0.435 18.84 19.52 02a59801o0673o
59801.558557 -21.380  2.059   -10   21 o  0   1.00  44.00000  22.00000  2781.16  3179.97 2.36 1.96  26.5 -0.435 18.89 19.56 02a59801o0686o
59801.569152 -20.828  1.223   -17   21 o  0   0.80  44.00000  22.00000  2761.18  3296.23 2.48 2.01  31.6 -0.440 18.94 19.67 02a59801o0709o
59801.624002 -24.086 13.750    -1   12 o  0   1.24  44.00000  22.00000  2809.81  3243.12 2.14 1.87  32.3 -0.455 19.35 20.33 02a59801o0827o
59803.605153 -21.637  3.000    -8   24 o  0   0.93  44.00000  22.00000  6725.08  1601.61 2.60 2.56 -69.6 -0.511 18.80 19.46 01a59803o0727o
59803.608342  21.962  3.914     6   23 o  0   0.93  44.00000  22.00000  6705.02  1563.26 2.63 2.60  -9.2 -0.510 18.78 19.48 01a59803o0734o
59803.611314 -21.173  1.750   -12   22 o  0   0.94  44.00000  22.00000  6764.91  1640.47 2.62 2.61   9.5 -0.505 18.82 19.48 01a59803o0740o
59803.627542 -20.625  1.500   -20   31 o  0   0.77  44.00000  22.00000  6783.00  1515.82 2.56 2.51 -68.2 -0.524 18.61 19.04 01a59803o0770o
59804.549837  20.945  1.487    15   23 o  0   1.29  44.00000  22.00000  6721.16  1612.23 2.85 2.82 -28.0 -0.467 18.68 19.39 01a59804o0676o
59804.553027  21.006  1.571    14   23 o  0   1.07  44.00000  22.00000  6701.76  1573.52 2.79 2.75  40.6 -0.475 18.71 19.41 01a59804o0683o
59804.563557  22.116  3.852     5   20 o  0   1.78  44.00000  22.00000  6763.14  1648.20 2.82 2.82  46.1 -0.468 18.76 19.47 01a59804o0705o
59804.569481  19.941  0.582    38   22 o  0   1.11  44.00000  22.00000  6784.23  1531.40 2.82 2.76  45.8 -0.523 18.73 19.49 01a59804o0718o
59805.599897 -24.132 18.500    -1   15 o  0   1.41  44.00000  22.00000   893.72  3283.38 2.07 1.88  28.3 -0.458 18.98 19.52 02a59805o0798o
59805.602674 -20.086  0.490   -34   16 o  0   1.48  44.00000  22.00000   913.08  3322.62 2.18 1.91  29.5 -0.450 18.97 19.53 02a59805o0804o
59805.605841 -22.028  2.714    -6   15 o  0   1.06  44.00000  22.00000   855.65  3243.87 2.04 1.89  27.2 -0.455 18.98 19.54 02a59805o0811o
59805.612508  21.615  1.962     8   16 o  0   1.33  44.00000  22.00000   838.96  3361.10 2.06 1.94  32.4 -0.449 19.05 19.55 02a59805o0824o
59805.626969 -23.672 14.909    -1   18 o  0   1.15  44.00000  22.00000   880.26  3303.48 2.12 2.06  30.0 -0.438 18.83 19.27 02a59805o0853o
59806.567013  20.387  0.661    25   17 o  0   1.25  44.00000  22.00000   888.94  3284.05 1.95 1.90  27.9 -0.459 19.01 19.39 02a59806o0686o
59806.569775 -21.880  2.712    -6   17 o  0   1.31  44.00000  22.00000   903.71  3322.20 2.08 1.79  27.7 -0.459 18.97 19.38 02a59806o0692o
59806.576685 -22.397  4.425    -4   18 o  0   1.45  44.00000  22.00000   846.13  3244.41 2.06 1.83  25.6 -0.452 18.97 19.39 02a59806o0707o
59806.587757 -21.188  1.525   -12   18 o  0   0.92  44.00000  22.00000   829.18  3359.31 2.07 1.85  26.3 -0.458 18.95 19.44 02a59806o0729o
59807.511857  20.677  1.589    20   31 o  0   0.96  44.00000  22.00000  6720.18  1619.15 2.71 2.61 -12.6 -0.496 18.57 19.12 01a59807o0599o
59807.527231  20.187  0.959    31   29 o  0   1.08  44.00000  22.00000  6701.73  1578.06 2.67 2.66  29.1 -0.500 18.58 19.16 01a59807o0632o
59807.540828 -21.106  2.000   -13   26 o  0   0.76  44.00000  22.00000  6761.47  1649.02 2.54 2.51 -28.2 -0.521 18.67 19.19 01a59807o0659o
59807.544031  20.296  0.923    28   26 o  0   1.39  44.00000  22.00000  6782.16  1537.26 2.59 2.52  30.2 -0.505 18.56 19.20 01a59807o0666o
59810.586021 -22.387  3.588    -4   14 o  0   0.97  44.00000  22.00000  8983.14  5356.15 2.39 1.98  28.4 -0.425 19.19 19.90 02a59810o0761o
59810.589211  21.538  1.616     9   14 o  0   1.35  44.00000  22.00000  9002.83  5396.29 2.44 1.99  27.8 -0.416 19.18 19.90 02a59810o0768o
59810.592381 -20.152  0.446   -32   14 o  0   1.60  44.00000  22.00000  8945.33  5320.36 2.43 2.02  28.0 -0.417 19.18 19.90 02a59810o0775o
59810.606205 -20.672  0.644   -20   13 o  0   1.93  44.00000  22.00000  8931.97  5436.81 2.53 2.11  31.0 -0.410 19.16 19.91 02a59810o0804o
59811.582082 -21.044  1.233   -14   17 o  0   1.14  44.00000  22.00000  5855.55  7425.47 3.19 2.72  51.7 -0.423 19.04 20.43 01a59811o0761o
59811.583905  21.052  1.262    14   17 o  0   0.96  44.00000  22.00000  5835.82  7385.91 3.13 2.71  48.0 -0.424 19.12 20.46 01a59811o0765o
59811.587648  23.186  7.300     2   14 o  0   1.38  44.00000  22.00000  5895.33  7463.17 3.12 2.70  46.9 -0.421 19.18 20.36 01a59811o0773o
59811.599687  21.206  1.204    12   14 o  0   1.25  44.00000  22.00000  5912.97  7344.86 3.37 2.92  45.1 -0.408 19.10 20.37 01a59811o0799o
59812.524423 -21.528  1.674    -9   15 o  0   1.07  44.00000  22.00000  5841.09  7436.80 3.02 2.73  47.5 -0.429 19.21 20.50 01a59812o0644o
59812.558132  20.290  0.486    28   14 o  0   1.25  44.00000  22.00000  5830.88  7390.70 3.06 2.70  50.4 -0.424 19.27 20.64 01a59812o0714o
59812.571238  20.882  0.855    16   14 o  0   1.05  44.00000  22.00000  5891.21  7465.69 3.08 2.74  48.2 -0.424 19.28 20.70 01a59812o0742o
59812.584273  20.891  0.827    16   13 o  0   1.07  44.00000  22.00000  5910.79  7344.08 3.13 2.76  47.2 -0.414 19.29 20.68 01a59812o0768o
59812.635742 -23.920 44.400    -1   44 o  0   1.25  44.00000  22.00000  4635.63  3171.67 2.99 2.73  42.5 -0.478 18.41 18.58 01a59812o0871o
59813.553446 -21.918  2.452    -6   15 o  0   1.07  44.00000  22.00000  8984.70  5354.22 2.92 2.75  18.9 -0.415 19.20 20.64 02a59813o0670o
59813.556620 -21.865  2.286    -6   15 o  0   1.12  44.00000  22.00000  9003.84  5393.44 2.82 2.65  21.0 -0.411 19.22 20.65 02a59813o0677o
